docID,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
670,47,42.22,52.76,1,20.23,15.67,12.77,72.34,68.09,55.32,4.26,2.13,0,0,0,0,2.13,2.13,8.51,6.38,0,12.77,8.51,4.26,21.28,0,19.15,2.13,6.38,0,0,0,0,21.28,0,21.28,0,12.77,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77,10.64,0,0,10.64,0,0,0,0,0,4.26,0,0,0,0,0,0,6.38,6.38,0,0,0,0,0
671,40,92.56,97.73,1,20.23,20,7.5,77.5,67.5,57.5,12.5,10,0,0,0,10,0,2.5,20,15,5,12.5,5,2.5,5,0,15,5,5,0,0,0,0,15,2.5,12.5,0,2.5,2.5,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,17.5,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,5,7.5,0,0,0,2.5,7.5,0,0,0,0,0,0,0,5,5,0,0,0,0,0
672,47,48.6,3.21,42.1,20.23,9.4,8.51,74.47,65.96,55.32,10.64,6.38,4.26,0,0,0,2.13,4.26,17.02,2.13,2.13,14.89,12.77,4.26,2.13,4.26,23.4,2.13,6.38,0,0,0,0,23.4,0,23.4,6.38,8.51,6.38,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,2.13,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,4.26,8.51,0,0,8.51,0,0,0,0,0,12.77,0,0,0,0,0,0,10.64,8.51,0,0,2.13,0,0
673,39,10.19,95.32,7.69,91.4,13,12.82,84.62,71.79,64.1,25.64,15.38,5.13,5.13,0,5.13,0,10.26,25.64,7.69,5.13,5.13,15.38,2.56,2.56,0,23.08,2.56,5.13,10.26,10.26,5.13,0,15.38,0,15.38,7.69,5.13,5.13,0,0,0,0,5.13,5.13,0,5.13,5.13,0,0,0,0,0,17.95,5.13,0,0,0,0,0,12.82,0,0,7.69,0,0,0,0,0,5.13,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,5.13,2.56,0,0,0,0,2.56,7.69,0,0,0,0,0,0,7.69,5.13,0,0,2.56,0,0
674,89,42.36,13.62,4.88,1.17,9.89,13.48,78.65,69.66,58.43,5.62,3.37,2.25,0,0,0,1.12,2.25,19.1,15.73,0,4.49,16.85,6.74,7.87,2.25,23.6,1.12,3.37,2.25,0,0,2.25,22.47,3.37,19.1,2.25,4.49,10.11,1.12,0,2.25,0,3.37,0,3.37,0,0,0,0,0,0,0,3.37,2.25,0,0,2.25,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,0,0,0,0,0,1.12,5.62,0,0,0,0,0,0,0,0,0,8.99,10.11,0,1.12,6.74,1.12,0,1.12,4.49,2.25,2.25,0,1.12,0,1.12,0,0,11.24,10.11,0,0,0,1.12,0
675,42,35.59,88.15,5.94,88.66,14,19.05,92.86,73.81,61.9,11.9,9.52,2.38,0,0,7.14,0,2.38,9.52,4.76,4.76,14.29,9.52,4.76,14.29,0,16.67,2.38,9.52,4.76,0,4.76,0,16.67,2.38,14.29,4.76,7.14,2.38,0,0,0,0,4.76,4.76,0,2.38,2.38,0,0,0,0,0,14.29,2.38,0,0,0,0,0,11.9,0,0,0,7.14,2.38,0,0,2.38,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,11.9,4.76,0,2.38,2.38,0,0,0,7.14,7.14,2.38,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0
676,57,72.25,70.59,80.24,20.23,11.4,26.32,78.95,63.16,50.88,10.53,3.51,0,0,0,0,3.51,7.02,10.53,10.53,0,10.53,5.26,3.51,10.53,0,15.79,1.75,0,0,0,0,0,21.05,1.75,19.3,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,7.02,0,0,0,0,7.02,5.26,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,0,0,10.53,0,0,0,1.75,5.26,10.53,0,1.75,0,1.75,0,0,21.05,8.77,12.28,0,0,0,0
677,46,23.51,65.68,1.81,97.48,15.33,19.57,80.43,58.7,52.17,19.57,10.87,4.35,0,0,6.52,0,8.7,21.74,8.7,4.35,4.35,6.52,2.17,10.87,0,8.7,4.35,4.35,0,0,0,0,10.87,0,10.87,6.52,4.35,0,0,0,2.17,0,6.52,6.52,0,4.35,4.35,0,0,0,0,0,13.04,2.17,0,0,0,0,0,10.87,0,0,0,6.52,0,0,0,0,6.52,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,6.52,0,0,0,0,0,0,0,0,0,6.52,0,0,0,0,0,0,8.7,6.52,0,0,0,2.17,0
678,47,30.18,18.61,8.74,20.23,11.75,17.02,74.47,68.09,57.45,10.64,10.64,0,2.13,0,0,8.51,0,4.26,4.26,0,12.77,10.64,4.26,6.38,8.51,21.28,0,0,4.26,2.13,0,2.13,34.04,0,34.04,0,8.51,14.89,2.13,0,8.51,0,0,0,0,0,0,0,0,0,0,0,12.77,2.13,0,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,12.77,17.02,0,0,17.02,0,0,0,0,0,0,0,0,0,0,0,0,8.51,8.51,0,0,0,0,0
679,21,42.52,1,56.69,20.23,21,14.29,85.71,80.95,61.9,14.29,14.29,14.29,0,0,0,0,0,14.29,9.52,0,14.29,9.52,9.52,9.52,0,28.57,0,4.76,0,0,0,0,42.86,9.52,33.33,9.52,9.52,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,9.52,4.76,0,0,0,4.76,0
680,44,3.27,1.08,11.02,20.23,8.8,13.64,90.91,81.82,63.64,11.36,6.82,2.27,0,0,0,4.55,4.55,11.36,6.82,0,6.82,22.73,2.27,11.36,6.82,29.55,11.36,4.55,0,0,0,0,34.09,6.82,27.27,2.27,2.27,13.64,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.27,0,0,2.27,0,0,0,0,0,0,20.45,13.64,0,4.55,4.55,0,0,4.55,2.27,4.55,2.27,0,2.27,0,2.27,0,0,13.64,11.36,2.27,0,0,0,0
681,32,5.64,87.7,1,20.23,16,25,75,65.63,56.25,15.63,12.5,0,0,0,12.5,0,3.13,12.5,3.13,3.13,3.13,9.38,0,18.75,0,15.63,9.38,6.25,3.13,0,3.13,0,12.5,0,12.5,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,15.63,0,0,0,0,0,0,15.63,0,0,0,12.5,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,9.38,0,6.25,0,0,0,3.13,3.13,0,9.38,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0
682,40,39.7,3.95,1,59.44,8,20,75,57.5,55,5,2.5,0,0,2.5,0,0,2.5,12.5,5,0,12.5,15,7.5,2.5,7.5,17.5,0,15,5,2.5,2.5,0,20,0,20,0,5,7.5,0,0,7.5,0,2.5,2.5,0,0,0,0,0,0,0,0,5,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2.5,0,2.5,2.5,0,0,0,0,0,17.5,12.5,2.5,0,0,2.5,0
683,32,26.1,87.7,1,99,8,18.75,81.25,68.75,50,12.5,9.38,0,0,0,9.38,0,3.13,6.25,3.13,3.13,9.38,15.63,6.25,3.13,0,31.25,3.13,0,12.5,6.25,12.5,0,15.63,0,15.63,0,6.25,9.38,0,0,0,0,9.38,9.38,0,6.25,6.25,0,0,0,0,0,15.63,6.25,0,0,0,0,0,9.38,0,0,9.38,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,3.13,12.5,0,9.38,6.25,0,0,0,3.13,9.38,3.13,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0
684,37,42.89,7.05,36.48,2.35,7.4,16.22,81.08,64.86,45.95,5.41,5.41,5.41,0,0,0,0,0,13.51,8.11,0,5.41,10.81,5.41,8.11,2.7,29.73,2.7,2.7,0,0,0,0,21.62,2.7,18.92,5.41,2.7,10.81,0,0,0,0,2.7,0,2.7,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,0,10.81,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,18.92,16.22,0,2.7,10.81,0,0,2.7,2.7,2.7,8.11,0,0,0,0,0,0,16.22,13.51,0,0,0,2.7,0
685,7,99,40.06,97.09,20.23,3.5,28.57,57.14,57.14,42.86,0,0,0,0,0,0,0,0,28.57,28.57,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,28.57,28.57,0,0,0,0,0
686,96,43.4,11.66,85.54,52.41,8,12.5,80.21,68.75,57.29,11.46,10.42,3.13,0,3.13,0,4.17,1.04,8.33,3.13,0,16.67,10.42,5.21,5.21,6.25,20.83,0,2.08,1.04,0,1.04,0,20.83,0,20.83,2.08,6.25,6.25,1.04,0,7.29,0,2.08,2.08,0,1.04,1.04,0,0,0,0,0,11.46,4.17,1.04,1.04,0,0,3.13,7.29,0,0,0,0,0,0,0,0,1.04,0,1.04,0,0,0,4.17,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,8.33,16.67,0,1.04,15.63,0,0,0,1.04,3.13,4.17,1.04,0,0,0,0,0,14.58,4.17,0,2.08,6.25,0,2.08
687,45,7.5,10.48,1.91,97.84,7.5,17.78,88.89,75.56,73.33,20,15.56,6.67,0,0,8.89,0,4.44,20,8.89,4.44,8.89,15.56,4.44,8.89,4.44,15.56,4.44,4.44,4.44,4.44,4.44,0,15.56,0,15.56,0,8.89,2.22,0,0,4.44,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,15.56,6.67,0,0,0,0,2.22,8.89,0,0,8.89,0,0,0,0,0,4.44,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,2.22,0,0,0,0,4.44,8.89,4.44,0,0,0,0,0,0,13.33,6.67,0,2.22,4.44,0,0
688,28,56.86,3.12,48.09,1,14,28.57,78.57,60.71,50,7.14,3.57,3.57,0,0,0,0,3.57,25,17.86,7.14,0,10.71,7.14,3.57,3.57,14.29,0,7.14,7.14,0,0,7.14,17.86,3.57,14.29,3.57,7.14,0,0,0,3.57,0,7.14,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,7.14,25,0,0,3.57,0,3.57,0,0,14.29,7.14,3.57,0,0,3.57,0
689,19,1,40.06,93.14,20.23,9.5,15.79,94.74,84.21,68.42,15.79,10.53,0,0,0,0,10.53,5.26,5.26,5.26,0,5.26,15.79,10.53,15.79,5.26,26.32,5.26,0,0,0,0,0,31.58,0,31.58,10.53,21.05,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,10.53,15.79,0,0,10.53,0,0,0,0,15.79,5.26,0,0,0,0,0,0,15.79,10.53,0,0,0,5.26,0
690,17,29.85,40.06,1.39,99,17,29.41,76.47,64.71,58.82,11.76,11.76,5.88,0,0,5.88,0,0,11.76,11.76,0,5.88,11.76,5.88,11.76,0,11.76,5.88,0,5.88,0,5.88,0,17.65,0,17.65,5.88,11.76,0,0,0,0,0,11.76,11.76,0,5.88,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0
691,98,32.77,52.23,98.1,4.4,12.25,10.2,84.69,76.53,58.16,20.41,16.33,7.14,0,4.08,0,5.1,4.08,18.37,9.18,2.04,7.14,3.06,7.14,8.16,0,17.35,6.12,8.16,0,0,0,0,18.37,2.04,16.33,9.18,5.1,0,2.04,0,4.08,0,2.04,0,2.04,0,0,0,0,0,0,0,10.2,1.02,0,0,0,0,1.02,9.18,0,0,0,0,1.02,0,0,1.02,2.04,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,1.02,9.18,10.2,0,1.02,5.1,4.08,0,0,3.06,6.12,3.06,0,0,0,0,0,0,11.22,8.16,3.06,0,0,0,0
692,75,1,32.56,8.82,39.67,15,13.33,86.67,69.33,54.67,16,12,4,1.33,0,4,2.67,4,8,1.33,0,6.67,17.33,8,12,4,28,4,1.33,6.67,2.67,5.33,0,17.33,0,17.33,5.33,8,4,0,0,2.67,0,4,2.67,1.33,2.67,1.33,1.33,0,0,0,0,9.33,1.33,0,0,0,0,0,8,0,0,0,4,1.33,0,0,1.33,1.33,1.33,0,0,0,0,4,0,0,0,0,0,0,0,0,1.33,0,0,2.67,0,0,0,0,2.67,10.67,8,2.67,2.67,1.33,2.67,0,1.33,2.67,0,18.67,0,0,0,0,0,0,12,6.67,0,0,0,5.33,0
693,60,1,49.98,1,1,4,3.33,83.33,75,58.33,23.33,11.67,0,3.33,0,0,8.33,11.67,15,5,0,1.67,18.33,1.67,6.67,8.33,26.67,6.67,0,5,3.33,1.67,0,20,5,13.33,0,1.67,6.67,0,0,5,0,11.67,1.67,10,10,3.33,6.67,0,0,0,0,11.67,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,1.67,0,1.67,0,0,0,3.33,0,0,0,0,0,0,0,1.67,6.67,0,0,0,0,0,0,0,0,18.33,5,0,0,3.33,0,0,1.67,3.33,0,10,1.67,1.67,0,1.67,0,0,33.33,25,3.33,0,0,5,0
694,36,1,98.75,1,99,4,5.56,91.67,86.11,63.89,19.44,13.89,2.78,8.33,0,2.78,0,5.56,5.56,2.78,0,0,36.11,0,2.78,0,36.11,19.44,5.56,11.11,11.11,0,0,16.67,2.78,13.89,0,2.78,11.11,0,0,0,0,25,25,0,5.56,5.56,0,0,0,0,0,13.89,2.78,0,0,0,0,0,11.11,0,0,2.78,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44,5.56,0,0,0,0,0,5.56,2.78,0,19.44,2.78,0,0,0,0,0,25,25,0,0,0,0,0
695,19,1,1,1,20.23,6.33,15.79,68.42,57.89,52.63,10.53,5.26,0,0,0,0,5.26,5.26,10.53,0,0,5.26,15.79,5.26,5.26,15.79,21.05,0,0,0,0,0,0,31.58,5.26,26.32,0,10.53,10.53,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,15.79,5.26,0,0,5.26,0,0,0,0,0,10.53,0,0,0,0,0,0,21.05,15.79,0,0,0,5.26,0
696,33,71.44,40.06,29.49,20.23,16.5,15.15,75.76,75.76,66.67,15.15,12.12,6.06,0,0,6.06,0,3.03,27.27,12.12,12.12,12.12,9.09,3.03,6.06,0,18.18,6.06,12.12,0,0,0,0,6.06,0,6.06,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,6.06,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,12.12,0,9.09,6.06,0,0,0,0,6.06,3.03,0,0,0,0,0,0,9.09,6.06,0,0,0,3.03,0
697,26,41.98,7.93,30.98,1,6.5,11.54,88.46,76.92,53.85,11.54,3.85,0,0,0,0,3.85,7.69,19.23,15.38,0,3.85,7.69,0,15.38,3.85,19.23,7.69,0,0,0,0,0,15.38,3.85,11.54,3.85,0,0,3.85,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,3.85,15.38,0,3.85,0,0,3.85,7.69,0,11.54,0,0,3.85,0,3.85,0,0,19.23,15.38,0,0,0,3.85,0
698,20,15.41,89.5,1,99,20,15,85,60,60,10,10,0,0,0,10,0,0,5,5,0,10,20,0,15,0,20,0,0,5,5,5,0,10,0,10,0,5,5,0,0,0,0,15,15,0,5,5,0,0,0,0,0,15,5,0,0,0,0,0,10,0,0,0,10,0,0,0,0,20,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0
699,14,56.86,1,24.32,1,14,21.43,92.86,71.43,50,7.14,7.14,7.14,0,0,0,0,0,21.43,21.43,0,0,14.29,0,7.14,7.14,21.43,7.14,7.14,0,0,0,0,21.43,7.14,14.29,7.14,7.14,0,0,0,0,0,21.43,0,21.43,14.29,0,14.29,0,14.29,0,0,14.29,14.29,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,7.14,0,0,21.43,7.14,7.14,0,0,7.14,0
700,11,1,5.27,95.15,20.23,5.5,36.36,90.91,72.73,72.73,27.27,9.09,0,0,9.09,0,0,18.18,18.18,0,0,0,18.18,0,18.18,18.18,18.18,0,0,0,0,0,0,45.45,9.09,36.36,18.18,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,27.27,18.18,0,0,0,9.09,0
701,12,2.87,99,99,99,12,33.33,100,83.33,58.33,33.33,16.67,0,0,16.67,0,0,16.67,16.67,8.33,0,0,8.33,0,8.33,0,33.33,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,25,8.33,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,16.67,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0
702,24,1,40.06,1,1,8,25,79.17,79.17,70.83,25,12.5,0,0,0,0,12.5,12.5,16.67,0,0,8.33,16.67,0,12.5,8.33,16.67,8.33,0,0,0,0,0,16.67,4.17,12.5,0,4.17,4.17,0,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,8.33,0,0,4.17,0,0,4.17,0,0,16.67,0,0,0,0,0,0,16.67,8.33,0,0,8.33,0,0
703,40,47.15,69.2,15.38,90.5,40,10,90,75,65,15,12.5,7.5,2.5,0,2.5,0,2.5,20,15,0,10,20,5,2.5,0,25,5,7.5,2.5,2.5,0,0,12.5,0,12.5,7.5,2.5,2.5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,10,0,0,7.5,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,7.5,0,0,0,0,2.5,5,2.5,10,5,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0
704,56,30.7,14.49,60.9,1,14,16.07,75,62.5,53.57,10.71,7.14,5.36,0,0,0,1.79,3.57,14.29,8.93,0,7.14,12.5,7.14,7.14,1.79,21.43,0,0,3.57,0,0,3.57,12.5,1.79,10.71,5.36,5.36,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,5.36,3.57,0,0,3.57,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,1.79,5.36,0,0,0,0,0,0,0,0,0,3.57,7.14,0,0,7.14,0,0,0,1.79,12.5,3.57,3.57,0,0,0,0,0,8.93,7.14,0,0,0,1.79,0
705,26,14.06,62.84,2.93,20.23,8.67,19.23,84.62,76.92,61.54,15.38,7.69,0,3.85,3.85,0,0,7.69,15.38,7.69,0,11.54,19.23,3.85,7.69,3.85,30.77,3.85,3.85,3.85,3.85,0,0,23.08,0,23.08,3.85,3.85,11.54,0,0,7.69,0,7.69,3.85,3.85,3.85,0,3.85,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,3.85,0,3.85,0,0,0,0,3.85,0,11.54,15.38,0,0,7.69,0,0,3.85,0,0,11.54,0,0,0,0,0,0,15.38,7.69,0,0,3.85,3.85,0
706,33,89.52,5.27,86.68,20.23,33,21.21,78.79,72.73,54.55,9.09,3.03,3.03,0,0,0,0,6.06,27.27,21.21,0,6.06,3.03,3.03,9.09,3.03,21.21,0,0,0,0,0,0,15.15,0,15.15,9.09,6.06,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,6.06,0,0,6.06,0,0,9.09,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,6.06,3.03,9.09,0,0,9.09,0,0,0,0,15.15,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0
707,15,3.8,77.41,1,20.23,15,13.33,80,73.33,60,26.67,20,6.67,0,0,6.67,6.67,6.67,6.67,0,0,13.33,13.33,6.67,6.67,0,26.67,0,0,0,0,0,0,26.67,0,26.67,6.67,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,13.33,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0
708,43,37.02,67.32,53.52,1,7.17,20.93,79.07,69.77,62.79,16.28,11.63,4.65,0,6.98,0,0,4.65,13.95,9.3,0,11.63,16.28,2.33,4.65,2.33,18.6,4.65,0,0,0,0,0,11.63,0,11.63,2.33,4.65,2.33,0,0,2.33,0,9.3,0,9.3,9.3,0,9.3,0,0,2.33,0,6.98,0,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,16.28,0,0,11.63,0,0,4.65,0,0,13.95,0,0,0,0,0,0,16.28,13.95,2.33,0,0,0,0
709,25,1,82.98,3.34,20.23,25,12,92,84,68,12,12,0,0,0,12,0,0,0,0,0,8,16,20,16,4,32,4,0,8,4,8,0,24,4,20,4,8,12,0,0,0,0,8,4,4,4,4,0,0,0,0,0,16,4,0,0,0,0,0,12,0,0,12,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,8,8,0,0,0,12,8,4,0,0,0,0,0,0,4,4,0,0,0,0,0
710,20,1,15.75,7.03,90.5,6.67,20,90,70,65,15,10,0,10,0,0,0,5,10,0,0,5,20,5,10,15,20,5,0,15,15,0,0,25,10,15,0,5,5,5,0,10,0,5,5,0,0,0,0,0,0,0,0,15,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,5,0,0,5,0,0,10,5,0,0,0,0,0,20,15,0,0,0,5,0
711,19,1,90.88,33.61,92.27,9.5,21.05,84.21,73.68,63.16,26.32,10.53,0,5.26,5.26,0,0,15.79,15.79,0,0,0,21.05,0,10.53,5.26,31.58,0,0,5.26,5.26,0,0,26.32,10.53,15.79,5.26,5.26,0,5.26,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,15.79,5.26,5.26,5.26,0,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,0,5.26,0,5.26,0,0,0,5.26,10.53,5.26,0,0,0,0,0,10.53,10.53,0,0,0,0,0
712,89,2.42,10.28,1.96,20.23,12.71,13.48,88.76,83.15,65.17,13.48,7.87,4.49,0,0,0,3.37,5.62,13.48,8.99,0,6.74,16.85,10.11,13.48,4.49,30.34,3.37,0,0,0,0,0,20.22,4.49,15.73,4.49,3.37,6.74,1.12,0,1.12,0,2.25,1.12,1.12,0,0,0,0,0,0,0,7.87,4.49,0,0,0,0,4.49,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24,0,0,0,0,0,0,5.62,5.62,2.25,0,0,2.25,0,0,0,0,0,4.49,2.25,0,0,2.25,0,0,0,1.12,11.24,2.25,0,1.12,0,1.12,0,0,11.24,7.87,2.25,0,0,1.12,0
