docID,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
1,15,10.19,1.24,1,20.23,15,6.67,60,60,60,6.67,6.67,0,0,0,0,6.67,0,20,13.33,0,0,13.33,0,13.33,13.33,13.33,0,0,0,0,0,0,26.67,6.67,20,0,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0
2,14,18.12,40.06,1,98.65,14,28.57,64.29,57.14,50,7.14,0,0,0,0,0,0,7.14,7.14,0,0,7.14,14.29,0,14.29,0,21.43,0,7.14,7.14,7.14,7.14,0,14.29,0,14.29,0,14.29,0,0,0,0,0,7.14,7.14,0,7.14,7.14,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0
3,1,1,1,1,20.23,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0
4,2,89.52,40.06,1,20.23,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,67,7.22,2.02,90.58,20.23,22.33,11.94,85.07,74.63,58.21,23.88,13.43,10.45,0,0,0,2.99,10.45,19.4,10.45,0,2.99,4.48,7.46,11.94,1.49,20.9,0,0,0,0,0,0,13.43,0,13.43,8.96,5.97,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,5.97,2.99,0,0,0,0,2.99,2.99,0,0,0,0,1.49,0,0,1.49,1.49,0,0,1.49,0,0,5.97,0,0,0,0,0,0,0,5.97,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,2.99,16.42,2.99,0,0,0,0,0,0,4.48,4.48,0,0,0,0,0
6,60,1,89.5,28.56,45.29,60,6.67,95,78.33,70,16.67,15,3.33,6.67,5,0,0,1.67,11.67,5,0,6.67,18.33,10,15,5,30,0,1.67,11.67,8.33,5,0,21.67,3.33,15,3.33,1.67,6.67,1.67,0,5,0,1.67,1.67,0,1.67,1.67,0,0,0,0,0,13.33,1.67,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,6.67,1.67,0,3.33,1.67,0,0,0,0,0,0,0,0,0,0,5,0,3.33,5,0,0,0,0,0,16.67,3.33,1.67,1.67,1.67,1.67,0,0,6.67,5,10,6.67,0,0,0,0,0,1.67,1.67,0,0,0,0,0
7,11,45.12,5.27,1,20.23,11,36.36,72.73,72.73,63.64,9.09,9.09,0,0,0,0,9.09,0,27.27,18.18,0,9.09,9.09,0,9.09,18.18,18.18,0,0,0,0,0,0,36.36,9.09,27.27,0,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,9.09,0
8,24,1.39,94.84,1,83,12,25,83.33,79.17,66.67,20.83,12.5,0,4.17,0,8.33,0,8.33,4.17,4.17,0,8.33,16.67,12.5,8.33,0,20.83,8.33,0,8.33,8.33,4.17,0,12.5,0,12.5,0,4.17,4.17,0,0,4.17,0,12.5,8.33,4.17,4.17,4.17,0,0,0,0,0,20.83,8.33,0,0,0,4.17,0,12.5,0,0,8.33,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,8.33,0,4.17,4.17,0,0,0,0,12.5,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0
9,44,86.07,17.46,20.79,1,11,25,72.73,59.09,52.27,6.82,4.55,4.55,0,0,0,0,2.27,29.55,25,0,2.27,4.55,9.09,9.09,0,11.36,0,2.27,2.27,0,0,2.27,13.64,2.27,11.36,4.55,4.55,2.27,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,2.27,2.27,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,2.27,0,0,9.09,0,0,6.82,2.27,0,0,0,4.55,2.27,0,0,0,0,0,0,11.36,9.09,0,0,0,2.27,0
10,63,37.85,99,1,70.15,7.88,12.7,74.6,61.9,46.03,19.05,17.46,1.59,1.59,3.17,9.52,1.59,1.59,11.11,7.94,1.59,4.76,7.94,3.17,3.17,0,19.05,6.35,3.17,6.35,3.17,3.17,3.17,15.87,3.17,12.7,0,7.94,3.17,0,0,1.59,0,3.17,3.17,0,1.59,1.59,0,0,0,0,0,20.63,3.17,0,0,0,0,1.59,17.46,0,0,0,9.52,0,0,0,0,1.59,1.59,0,0,0,0,6.35,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,3.17,4.76,0,3.17,0,1.59,0,0,1.59,7.94,3.17,0,0,0,0,0,0,12.7,12.7,0,0,0,0,0
11,24,49.68,99,1,99,8,16.67,75,58.33,54.17,16.67,12.5,0,4.17,0,8.33,0,4.17,16.67,8.33,4.17,8.33,8.33,4.17,4.17,0,12.5,4.17,4.17,8.33,8.33,4.17,0,12.5,0,12.5,0,8.33,4.17,0,0,0,0,8.33,8.33,0,8.33,8.33,0,0,0,0,0,20.83,4.17,0,0,0,0,0,16.67,0,0,12.5,0,0,0,0,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,4.17,8.33,0,4.17,4.17,0,0,0,0,8.33,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0
12,19,36.67,1,93.14,20.23,19,36.84,73.68,73.68,52.63,5.26,5.26,5.26,0,0,0,0,0,5.26,5.26,0,15.79,10.53,5.26,21.05,0,21.05,10.53,10.53,0,0,0,0,21.05,0,21.05,5.26,5.26,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,0,0,5.26,10.53,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0
13,32,3.43,98.18,1,99,10.67,18.75,75,62.5,50,18.75,15.63,0,0,0,9.38,6.25,3.13,3.13,0,0,9.38,9.38,9.38,12.5,0,18.75,3.13,0,6.25,6.25,6.25,0,18.75,0,18.75,3.13,9.38,6.25,0,0,0,0,9.38,9.38,0,6.25,6.25,0,0,0,0,0,21.88,6.25,0,0,0,0,0,15.63,0,0,0,9.38,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,12.5,3.13,0,3.13,0,0,0,0,0,6.25,3.13,0,0,0,0,0,0,12.5,9.38,0,0,0,3.13,0
14,54,1,20.91,27.44,77.5,6.75,24.07,92.59,72.22,68.52,25.93,16.67,7.41,0,9.26,0,0,9.26,3.7,0,0,9.26,14.81,3.7,12.96,9.26,18.52,0,0,1.85,1.85,0,0,22.22,3.7,18.52,0,5.56,5.56,5.56,0,9.26,0,3.7,3.7,0,3.7,3.7,0,0,0,0,0,14.81,1.85,0,0,0,0,0,12.96,1.85,0,0,1.85,0,0,0,0,0,0,0,0,0,0,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.96,0,0,0,0,0,0,0,3.7,1.85,14.81,0,0,0,0,0,0,20.37,14.81,0,0,0,5.56,0
15,35,18.12,24.76,1.27,20.23,11.67,5.71,82.86,74.29,62.86,25.71,17.14,14.29,0,0,2.86,0,8.57,22.86,11.43,0,5.71,11.43,0,8.57,0,20,2.86,0,2.86,0,2.86,0,14.29,0,14.29,0,2.86,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,0,0,0,0,0,11.43,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,14.29,2.86,0,2.86,2.86,0,0,0,0,0,2.86,5.71,0,0,0,0,0,8.57,8.57,0,0,0,0,0
16,16,98.55,1.71,54.55,20.23,16,25,75,62.5,62.5,0,0,0,0,0,0,0,0,18.75,18.75,0,18.75,12.5,0,6.25,6.25,12.5,0,0,6.25,0,0,6.25,18.75,0,18.75,0,12.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0
17,11,71.44,40.06,50.45,99,11,27.27,63.64,54.55,45.45,18.18,18.18,9.09,0,0,9.09,0,0,9.09,9.09,0,9.09,0,0,9.09,0,9.09,0,0,9.09,9.09,9.09,0,9.09,0,9.09,0,9.09,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0
18,68,11.57,95.91,1,1,34,17.65,94.12,80.88,72.06,13.24,11.76,0,0,0,0,11.76,1.47,14.71,10.29,0,10.29,14.71,11.76,11.76,1.47,23.53,2.94,4.41,2.94,0,0,2.94,16.18,4.41,11.76,0,4.41,1.47,4.41,0,1.47,0,7.35,0,7.35,1.47,0,1.47,0,1.47,0,0,23.53,7.35,0,0,7.35,0,1.47,16.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,1.47,0,0,0,0,0,0,5.88,7.35,0,0,0,0,0,0,0,0,7.35,1.47,0,0,1.47,0,0,0,1.47,20.59,0,0,1.47,0,1.47,0,0,5.88,2.94,1.47,0,0,1.47,0
19,96,31.5,58.66,1.63,20.23,16,13.54,89.58,78.13,61.46,14.58,9.38,0,0,0,3.13,6.25,5.21,15.63,4.17,1.04,13.54,11.46,4.17,9.38,1.04,27.08,5.21,6.25,3.13,3.13,3.13,0,13.54,0,13.54,1.04,3.13,3.13,2.08,0,5.21,0,8.33,4.17,4.17,7.29,4.17,3.13,0,3.13,0,0,19.79,9.38,0,0,4.17,0,5.21,9.38,0,0,0,3.13,1.04,0,0,1.04,3.13,3.13,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,1.04,2.08,0,0,0,0,0,0,6.25,4.17,0,2.08,2.08,0,0,0,2.08,7.29,3.13,6.25,0,0,0,0,0,8.33,6.25,1.04,0,0,1.04,0
20,75,74.19,47.97,13.33,1,25,20,73.33,65.33,52,8,5.33,1.33,0,0,0,4,2.67,20,16,0,6.67,6.67,4,12,0,14.67,5.33,4,1.33,0,0,1.33,10.67,0,10.67,4,4,1.33,0,0,1.33,0,5.33,0,5.33,0,0,0,0,0,0,0,5.33,1.33,0,0,1.33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6.67,0,0,1.33,0,0,0,0,0,0,4,5.33,0,0,4,0,0,0,2.67,6.67,4,0,0,0,0,0,0,9.33,4,5.33,0,0,0,0
21,89,24.07,96.22,1,99,14.83,15.73,85.39,70.79,52.81,16.85,15.73,4.49,2.25,4.49,4.49,0,1.12,8.99,5.62,0,8.99,12.36,3.37,7.87,0,28.09,1.12,0,12.36,8.99,10.11,0,17.98,0,17.98,1.12,8.99,7.87,0,0,0,0,8.99,8.99,0,7.87,7.87,0,0,0,0,0,20.22,8.99,0,0,0,0,2.25,11.24,0,0,0,4.49,0,0,0,0,10.11,6.74,0,3.37,0,0,1.12,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,1.12,5.62,7.87,4.49,1.12,2.25,4.49,0,0,0,0,6.74,0,0,0,0,0,0,7.87,6.74,1.12,0,0,0,0
22,10,69.05,40.06,63.35,99,10,20,60,30,30,10,10,10,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,20,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0
23,19,6.22,1,70.28,1,19,21.05,78.95,73.68,57.89,15.79,10.53,10.53,0,0,0,0,5.26,15.79,10.53,0,0,21.05,0,5.26,5.26,26.32,5.26,0,5.26,0,0,5.26,10.53,0,10.53,5.26,0,0,0,0,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,10.53,10.53,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,5.26,0,5.26,0,0,5.26,5.26,0,0,0,0,0
24,40,1.62,8.37,7.03,90.5,40,15,75,67.5,57.5,10,7.5,2.5,5,0,0,0,2.5,7.5,2.5,0,5,17.5,5,12.5,7.5,27.5,0,0,12.5,10,7.5,0,32.5,2.5,30,2.5,7.5,12.5,2.5,0,7.5,0,5,5,0,5,5,0,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,5,7.5,0,5,2.5,0,0,0,2.5,0,2.5,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0
25,64,48.1,49.35,3.08,1,10.67,12.5,82.81,76.56,60.94,12.5,12.5,4.69,0,4.69,0,3.13,0,17.19,12.5,0,12.5,10.94,3.13,9.38,6.25,28.13,0,1.56,0,0,0,0,12.5,3.13,9.38,0,3.13,6.25,0,0,0,0,4.69,0,4.69,4.69,0,4.69,0,0,0,0,9.38,1.56,0,0,0,0,1.56,7.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0,0,0,1.56,7.81,0,0,0,0,0,0,14.06,10.94,0,3.13,3.13,0,0,4.69,3.13,1.56,10.94,3.13,0,0,0,0,0,12.5,9.38,0,0,0,3.13,0
26,35,99,72.87,91.58,65.27,17.5,14.29,91.43,74.29,57.14,8.57,5.71,0,0,0,5.71,0,2.86,14.29,11.43,0,28.57,2.86,11.43,2.86,0,22.86,0,0,2.86,2.86,0,0,11.43,0,11.43,5.71,5.71,0,2.86,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,14.29,8.57,2.86,0,0,0,5.71,5.71,0,0,5.71,0,0,0,0,0,2.86,0,0,2.86,0,0,2.86,0,0,0,0,0,0,0,0,5.71,0,2.86,0,0,0,0,0,2.86,2.86,28.57,0,11.43,14.29,0,0,2.86,0,11.43,0,0,0,0,0,0,0,5.71,5.71,0,0,0,0,0
27,81,33.38,20.91,43.97,1,40.5,19.75,81.48,70.37,59.26,8.64,7.41,2.47,1.23,2.47,0,1.23,1.23,9.88,4.94,0,13.58,12.35,3.7,9.88,6.17,23.46,0,0,4.94,1.23,0,3.7,24.69,2.47,22.22,2.47,3.7,11.11,1.23,0,4.94,0,3.7,0,3.7,1.23,0,1.23,0,0,0,0,7.41,1.23,0,0,0,0,0,6.17,1.23,0,0,0,0,0,0,0,1.23,0,1.23,0,0,0,7.41,0,0,0,0,0,0,3.7,0,1.23,0,1.23,0,0,0,0,0,0,8.64,13.58,0,3.7,11.11,0,0,1.23,3.7,1.23,1.23,0,0,0,0,0,0,2.47,2.47,0,0,0,0,0
28,64,57.51,58.66,83.28,69.4,21.33,6.25,85.94,73.44,57.81,9.38,3.13,0,0,3.13,0,0,6.25,7.81,6.25,0,17.19,7.81,6.25,12.5,1.56,20.31,3.13,0,0,0,0,0,15.63,1.56,14.06,3.13,1.56,6.25,3.13,1.56,1.56,0,3.13,3.13,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.56,0,0,0,0,0,0,10.94,26.56,0,7.81,14.06,4.69,0,3.13,3.13,1.56,3.13,0,0,0,0,0,0,4.69,4.69,0,0,0,0,0
29,29,20.17,22.04,43.66,1.05,29,6.9,79.31,65.52,58.62,10.34,10.34,0,0,0,0,10.34,0,6.9,6.9,0,10.34,10.34,0,17.24,6.9,17.24,0,0,0,0,0,0,20.69,0,20.69,3.45,3.45,3.45,6.9,0,6.9,0,3.45,0,3.45,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,0,10.34,0,3.45,0,3.45,0,0,0,0,0,0,10.34,13.79,0,3.45,6.9,0,0,0,0,0,0,6.9,0,0,0,0,0,6.9,3.45,0,0,0,3.45,0
30,12,26.1,99,1,20.23,12,16.67,58.33,50,41.67,16.67,16.67,0,8.33,0,8.33,0,0,8.33,8.33,0,0,8.33,0,8.33,0,16.67,0,0,16.67,16.67,8.33,0,16.67,0,16.67,0,8.33,8.33,0,0,0,0,16.67,8.33,8.33,8.33,8.33,0,0,0,0,0,25,8.33,0,0,0,0,0,16.67,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0
31,28,1.23,9.23,72.58,20.23,14,17.86,82.14,82.14,71.43,10.71,7.14,0,0,3.57,0,3.57,3.57,14.29,10.71,0,10.71,14.29,10.71,17.86,14.29,25,0,0,0,0,0,0,17.86,7.14,10.71,0,3.57,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,3.57,0,0,0,7.14,0,0,0,0,0,10.71,17.86,0,0,17.86,0,0,0,3.57,0,10.71,3.57,0,0,0,0,0,10.71,7.14,0,0,0,3.57,0
32,41,55.8,26.81,14.11,89.58,13.67,17.07,68.29,56.1,51.22,9.76,7.32,2.44,0,0,4.88,0,2.44,12.2,9.76,0,7.32,9.76,2.44,7.32,2.44,12.2,2.44,2.44,2.44,2.44,2.44,0,7.32,0,7.32,0,2.44,2.44,0,0,2.44,0,4.88,4.88,0,2.44,2.44,0,0,0,0,0,7.32,2.44,0,0,0,0,0,4.88,0,0,4.88,0,0,0,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,14.63,0,12.2,2.44,0,0,0,0,7.32,0,0,0,0,0,0,0,7.32,7.32,0,0,0,0,0
33,56,26.1,14.49,2.36,1,9.33,16.07,83.93,75,57.14,7.14,3.57,1.79,0,0,0,1.79,3.57,16.07,14.29,0,3.57,17.86,1.79,12.5,3.57,32.14,3.57,0,3.57,0,0,3.57,16.07,0,16.07,1.79,5.36,3.57,0,0,1.79,0,3.57,0,3.57,0,0,0,0,0,0,0,5.36,3.57,0,0,3.57,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,0,3.57,5.36,0,0,0,3.57,0,0,0,0,0,3.57,7.14,0,1.79,1.79,0,0,3.57,1.79,1.79,3.57,8.93,0,0,0,0,0,12.5,10.71,0,0,0,1.79,0
34,61,5.47,93.01,1,89.9,15.25,4.92,88.52,72.13,60.66,18.03,16.39,3.28,0,1.64,11.48,0,1.64,8.2,6.56,1.64,4.92,18.03,3.28,9.84,0,26.23,3.28,1.64,4.92,1.64,4.92,0,16.39,0,16.39,3.28,1.64,8.2,3.28,0,1.64,0,4.92,4.92,0,3.28,3.28,0,0,0,0,0,21.31,6.56,0,0,0,0,3.28,14.75,0,0,0,11.48,0,0,0,0,9.84,4.92,3.28,1.64,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,8.2,8.2,0,1.64,6.56,0,0,0,1.64,6.56,3.28,0,0,0,0,0,0,6.56,4.92,0,0,1.64,0,0
35,39,1.3,15.29,48.76,1,19.5,23.08,87.18,76.92,64.1,10.26,5.13,2.56,0,0,0,2.56,5.13,23.08,7.69,0,0,12.82,15.38,12.82,2.56,15.38,12.82,15.38,2.56,0,0,2.56,17.95,2.56,15.38,5.13,10.26,0,0,0,2.56,0,15.38,0,12.82,7.69,0,5.13,0,2.56,2.56,0,5.13,2.56,0,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,12.82,10.26,0,2.56,5.13,0,0,2.56,0,7.69,10.26,0,0,0,0,0,0,7.69,5.13,0,0,0,2.56,0
36,42,1,40.06,39.59,88.66,14,9.52,80.95,64.29,52.38,16.67,11.9,7.14,0,0,4.76,0,4.76,11.9,2.38,2.38,2.38,11.9,11.9,11.9,0,19.05,4.76,4.76,2.38,0,2.38,0,16.67,0,16.67,9.52,9.52,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,9.52,2.38,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,4.76,2.38,0,2.38,0,0,2.38,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,2.38,2.38,0,0,2.38,0,9.52,4.76,2.38,0,0,0,0,0,16.67,4.76,0,0,7.14,4.76,0
37,28,76.24,61.28,2.36,75.77,28,7.14,82.14,67.86,57.14,0,0,0,0,0,0,0,0,25,21.43,0,3.57,14.29,0,14.29,3.57,25,0,0,0,0,0,0,10.71,3.57,7.14,0,0,0,7.14,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,3.57,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,17.86,7.14,0,0,7.14,0,0,0,0,3.57,0,7.14,0,0,0,0,0,10.71,10.71,0,0,0,0,0
38,47,12.22,11.27,4.07,97.14,9.4,17.02,89.36,72.34,61.7,19.15,17.02,6.38,0,0,10.64,0,2.13,6.38,4.26,0,10.64,14.89,2.13,6.38,4.26,25.53,2.13,0,4.26,4.26,4.26,0,21.28,0,21.28,0,4.26,8.51,0,0,8.51,0,6.38,6.38,0,4.26,4.26,0,0,0,0,0,19.15,8.51,0,0,0,4.26,0,12.77,0,0,10.64,0,0,0,0,0,4.26,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,4.26,12.77,0,8.51,4.26,0,0,0,0,4.26,2.13,0,0,0,0,0,0,10.64,10.64,0,0,0,0,0
39,64,5.64,40.06,1.63,1.56,10.67,10.94,89.06,75,62.5,15.63,4.69,0,0,0,0,4.69,10.94,17.19,4.69,0,7.81,10.94,3.13,17.19,3.13,15.63,9.38,4.69,3.13,0,0,3.13,12.5,3.13,9.38,0,6.25,0,1.56,0,1.56,0,6.25,1.56,4.69,1.56,0,1.56,0,0,0,0,10.94,4.69,0,0,3.13,0,0,4.69,0,0,0,0,0,0,0,0,1.56,0,1.56,0,0,0,6.25,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,12.5,7.81,0,0,4.69,0,0,3.13,0,0,10.94,1.56,0,0,0,0,0,18.75,7.81,0,0,1.56,4.69,4.69
40,14,7.34,99,1,20.23,14,14.29,78.57,71.43,57.14,28.57,28.57,0,0,0,28.57,0,0,7.14,0,0,14.29,0,7.14,14.29,0,14.29,0,0,0,0,0,0,21.43,0,21.43,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0
41,45,5.4,17.85,77.17,1,15,17.78,88.89,77.78,57.78,15.56,11.11,6.67,0,0,0,4.44,4.44,11.11,8.89,0,2.22,15.56,4.44,11.11,2.22,28.89,8.89,0,8.89,0,0,8.89,20,2.22,17.78,6.67,4.44,0,6.67,0,0,0,15.56,2.22,13.33,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,4.44,0,8.89,4.44,0,2.22,4.44,0,0,0,2.22,4.44,6.67,4.44,0,0,0,0,0,6.67,6.67,0,0,0,0,0
42,35,5.94,6.16,42.95,20.23,11.67,11.43,85.71,77.14,62.86,20,20,8.57,0,0,11.43,0,0,5.71,2.86,0,11.43,11.43,2.86,14.29,2.86,25.71,0,0,0,0,0,0,22.86,0,22.86,2.86,5.71,8.57,2.86,0,8.57,0,0,0,0,0,0,0,0,0,0,0,14.29,2.86,0,0,0,0,2.86,11.43,0,0,11.43,0,0,0,0,0,2.86,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,5.71,20,0,8.57,8.57,2.86,0,0,0,11.43,0,2.86,0,0,0,0,0,11.43,8.57,0,0,0,2.86,0
